repo_name,CommitCount,DaysActive,AuthorCount,TimezoneCount,SponsoredAuthorCount,PercentageSponsoredAuthors,NumberPRs,NumberIssues,NumberPRComments,NumberIssueComments,PRCommentsPositive,PRCommentsNegative,IssueCommentsPositive,IssueCommentsNegative,PRCommentsNegativeRatio,IssueCommentsNegativeRatio,PRCommentsToxicityPercentage,IssueCommentsToxicityPercentage,BusFactorNumber,commitCentrality_Density,commitCentrality_Community Count,commitCentrality_TFN,commitCentrality_TFC,commitCentrality_NumberHighCentralityAuthors,commitCentrality_PercentageHighCentralityAuthors,AuthorActiveDays_mean,AuthorActiveDays_stdev,AuthorCommitCount_mean,AuthorCommitCount_stdev,commitCentrality_Centrality_mean,commitCentrality_Centrality_stdev,commitCentrality_Centrality_count,commitCentrality_Betweenness_mean,commitCentrality_Betweenness_count,commitCentrality_Closeness_mean,commitCentrality_Closeness_count,PRParticipantsCount_mean,PRParticipantsCount_stdev,IssueParticipantCount_mean,IssueParticipantCount_stdev,PRCommentsCount_mean,IssueCommentsCount_mean,PRDuration_mean,IssueDuration_mean,NumberReleases,ACCL,RPCPR,RPCIssue,FirstCommitDate,LastCommitDate,NumberActiveExperiencedDevs,SponsoredTFC,ExperiencedTFC
CodeSamples,809,4566,5,4,0,0.0,3,,1,,1,0,,,0.0,,0,,,0.4,1,4,97.6514215080346,1,0.2,1364.8,2008.6815825311885,161.8,351.1904041969256,0.4,0.33541019662496846,5,0.2,5,0.6571428571428571,5,0,0.0,,,0.3333333333333333,,385,,,0,0,,2013-02-05,2025-08-07,,,
Amenity-Reservation,9,535,2,2,0,0.0,,,,,,,,,,,,,,1.0,1,0,100.0,2,1.0,267,376.1808075912433,4.5,0.7071067811865476,1.0,0.0,2,0.0,2,1.0,2,,,,,,,,,,,,,2022-11-25,2024-05-13,,,
test-spring4-apps,2,0,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,1,0,2,0,,,,,,,,,,,,,,,,,,,,2025-08-02,2025-08-02,,,
JavaDemo,397,0,67,3,63,0.9402985074626866,,,,,,,,,,,,,,,,,,,,1,0.0,5.925373134328358,9.90609459302373,,,,,,,,,,,,,,,,,,,,2021-06-11,2021-06-11,,,
amv-trafficsoft-restclient-demo,22,287,2,2,1,0.5,,,,,,,,,,,,,,1.0,1,0,100.0,2,1.0,188.5,140.71424945612296,11,5.656854249492381,1.0,0.0,2,0.0,2,1.0,2,,,,,,,,,,,,,2017-04-11,2018-01-24,,,
java-sample-code,2,1,2,1,1,0.5,,,,,,,,,,,,,,1.0,1,0,100.0,2,1.0,1,0.0,1,0.0,1.0,0.0,2,0.0,2,1.0,2,,,,,,,,,,,,,2017-10-18,2017-10-20,,,
java-code-examples,20,32,1,1,0,0.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,33,0,20,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2016-02-08,2016-03-11,,,
Java_SampleCode,3,31,2,1,0,0.0,,,,,,,,,,,,,,0,2,2,0.0,0,0.0,1,0.0,1.5,0.7071067811865476,0.0,0.0,2,0.0,2,0.0,2,,,,,,,,,,,,,2015-10-16,2015-11-16,,,
oracle_java_tutorial_projects,1,0,1,1,0,0.0,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,2016-10-29,2016-10-29,,,
receive_payment_java,4,0,1,2,0,0.0,,,,,,,,,,,,,,,,,,,,1,0,4,0,,,,,,,,,,,,,,,,,,,,2012-08-31,2012-08-31,,,
Aspose.BarCode-for-Java,456,4649,30,5,8,0.26666666666666666,30,1,2,2,0,0,1,0,0.0,0.0,0,0,1.0,0.07816091954022988,10,30,0.0,0,0.0,151.43333333333334,237.92996409887502,15.2,51.25150964975872,0.07816091954022988,0.062038130359834985,30,0.009441707717569787,30,0.12989572073419622,30,1.8666666666666667,0.5713464637233658,2,0,0.06666666666666667,2,5.066666666666666,0,7,68.0,0,0,2013-03-19,2025-12-11,0,5.701754385964912,27.412280701754387
Aspose.Cells-for-Java,572,4711,35,5,11,0.3142857142857143,46,28,9,100,3,1,53,3,0.0,0.0,0,0,1.0,0.11764705882352941,8,35,0.0,0,0.0,313.14285714285717,455.57792275030073,16.34285714285714,31.445511095659217,0.11764705882352941,0.09409601827603563,35,0.014820473644003055,35,0.19003042931036754,35,1.7173913043478262,0.7792601470700232,2.107142857142857,0.7859547491585427,0.1956521739130435,3.607142857142857,122.71739130434783,1033.7142857142858,15,213.57277777777776,0,0,2013-03-19,2026-02-11,0,5.244755244755245,89.5104895104895
Aspose.Diagram-for-Java,89,3015,21,3,6,0.2857142857142857,16,5,0,10,0,0,5,0,0.0,0.0,0,0,1.0,0.05238095238095238,13,21,0.0,0,0.0,178.9047619047619,362.8594638096001,4.238095238095238,4.700050658288291,0.05238095238095239,0.051176631571915904,21,0.003258145363408521,21,0.05903573939288225,21,1.5625,0.51234753829798,2,0.7071067811865476,0,2,220.6875,2315.8,3,176.3,0,0,2014-05-29,2022-08-30,0,19.101123595505616,66.29213483146067
Aspose.Email-for-Java,201,3018,33,5,11,0.3333333333333333,42,6,1,5,0,0,4,0,0.0,0.0,0,0,1.0,0.0946969696969697,12,33,0.0,0,0.0,183.66666666666666,385.90475400889613,6.090909090909091,10.010505844997407,0.0946969696969697,0.08924215996674612,33,0.009897360703812317,33,0.1854220325629059,33,1.4761904761904763,0.6712963519208239,1.8333333333333333,0.408248290463863,0.023809523809523808,0.8333333333333334,93.02380952380952,667.6666666666666,8,122.5,0,0,2013-03-19,2021-06-24,0,12.935323383084576,67.66169154228857
Aspose.HTML-for-Java,37,2980,13,4,5,0.38461538461538464,8,1,1,1,0,0,0,1,0.0,1.0,0,0,1.0,0.08974358974358974,7,13,0.0,0,0.0,66.46153846153847,111.40886812743364,2.8461538461538463,2.0754980866510833,0.08974358974358974,0.06329621044272916,13,0.0011655011655011655,13,0.09401709401709402,13,1.5,0.5345224838248488,2,0,0.125,1,0,741,,55.5,0,0,2017-10-12,2025-12-09,0,27.027027027027028,29.72972972972973
Aspose.PDF-for-Java,301,4542,37,7,13,0.35135135135135137,28,36,2,93,1,0,64,14,0.0,0.08333333333333333,0,0,1.0,0.07657657657657657,12,37,0.0,0,0.0,167.6216216216216,349.5254204196306,8.135135135135135,22.9385194743618,0.07657657657657657,0.06625561465370165,37,0.02423852423852424,37,0.15183692964969628,37,1.6071428571428572,0.6852566815265062,2.2777777777777777,1.0852547064066471,0.07142857142857142,2.5833333333333335,15.428571428571429,1395.611111111111,8,200.6290322580645,0,0,2013-03-19,2025-08-26,0,8.637873754152823,80.06644518272425
Aspose.Slides-for-Java,466,4712,31,4,9,0.2903225806451613,22,10,1,34,0,0,14,5,0.0,0.0,0,0,1.0,0.10967741935483871,6,31,0.0,0,0.0,231.6451612903226,452.8047812164455,15.03225806451613,25.88111779009006,0.10967741935483871,0.09706567016700668,31,0.01668520578420467,31,0.25262077496971136,31,1.8181818181818181,0.7950060578603361,2.4,0.8432740427115678,0.045454545454545456,3.4,84.04545454545455,423.3,10,265.4264705882353,0,0,2013-03-19,2026-02-11,0,5.793991416309012,84.33476394849787
Aspose.Tasks-for-Java,123,4090,26,4,10,0.38461538461538464,17,,0,,0,0,,,0.0,,0,,,0.07384615384615385,10,26,0.0,0,0.0,184.53846153846155,399.4799850574976,4.730769230769231,6.2325448562056405,0.07384615384615385,0.06267866769974761,26,0.007564102564102565,26,0.11601812286308595,26,1.7647058823529411,0.5622957145383871,,,0,,3.0588235294117645,,3,0,0,,2013-12-18,2025-02-28,,,
Aspose.Words-for-Java,864,5045,36,7,10,0.2777777777777778,40,75,14,309,6,6,121,18,0.025,0.013333333333333334,0,0,1.0,0.15079365079365079,5,36,0.0,0,0.0,430.6666666666667,649.477856215503,24,44.06164512848529,0.15079365079365079,0.10394237271119594,36,0.04673202614379086,36,0.364811336651861,36,1.775,0.6975230903263787,2.36,0.8324499822649845,0.35,4.133333333333334,103.675,438.48,13,228.1882801664355,0,0,2011-11-25,2025-09-18,0,4.398148148148148,94.56018518518519
amazon-kinesis-analytics-beam-taxi-consumer,83,1588,9,6,4,0.4444444444444444,22,2,5,3,1,0,2,0,0.0,0.0,0,0,0.6666666666666666,0.2777777777777778,2,7,60.24096385542169,2,0.2222222222222222,286.8888888888889,399.91606758307563,9.222222222222221,10.986102331784664,0.2777777777777778,0.20518453753741886,9,0.051587301587301584,9,0.4039682539682539,9,1,0.6172133998483676,2,0.0,0.22727272727272727,1.5,6,5.5,3,171.9,0,0,2019-06-19,2023-10-25,0,21.686746987951807,71.08433734939759
amazon-kinesis-analytics-streaming-etl,77,1310,8,5,4,0.5,23,3,3,1,1,0,1,0,0.0,0.0,0,0,0.8333333333333334,0.25,3,7,16.883116883116884,1,0.125,313.75,434.77835075554793,9.625,15.882942332667998,0.25,0.16642353500306215,8,0.06547619047619047,8,0.35956825912183055,8,0.7391304347826086,0.619192384874173,1,1.0,0.13043478260869565,0.3333333333333333,274.9130434782609,609.3333333333334,2,113.16666666666667,0,0,2020-01-27,2023-08-30,0,6.493506493506493,92.20779220779221
amazon-kinesis-data-analytics-flink-benchmarking-utility,14,1062,7,5,2,0.2857142857142857,3,1,1,0,1,0,0,0,0.0,0.0,0,0,1.0,0.14285714285714285,4,7,0.0,0,0.0,61.285714285714285,105.515740193449,2,1.5275252316519468,0.14285714285714285,0.06299407883487121,7,0.0,7,0.14285714285714285,7,1.3333333333333333,0.5773502691896257,1,0,0.3333333333333333,0,12.333333333333334,1486,,97.0,0,0,2020-10-01,2023-08-30,0,28.57142857142857,50.0
amazon-translate-pdf,37,1036,6,4,5,0.8333333333333334,10,,4,,1,1,,,0.0,,0,,,0.3333333333333333,3,5,48.64864864864865,1,0.16666666666666666,188,225.54378732299412,6.166666666666667,6.112828041640519,0.33333333333333337,0.2732520204255893,6,0.08333333333333333,6,0.4634920634920635,6,1.1,0.5676462121975467,,,0.4,,18.8,,,0,0,,2021-10-26,2024-08-28,,,
aws-amplify-example-recipe-app-react-native,57,875,6,6,3,0.5,23,,0,,0,0,,,0.0,,0,,,0.5333333333333333,2,2,61.40350877192983,4,0.6666666666666666,272.8333333333333,339.1025901798255,9.5,11.220516922138659,0.5333333333333334,0.3011090610836324,6,0.03333333333333333,6,0.568888888888889,6,0.8695652173913043,0.34435022157509093,,,0,,204.95652173913044,,,0,0,,2021-04-06,2023-08-30,,,
aws-athena-udfs-textanalytics,74,1103,8,6,4,0.5,22,1,5,2,1,0,2,0,0.0,0.0,0,0,0.75,0.32142857142857145,3,7,63.51351351351351,1,0.125,190.375,360.12574688770667,9.25,15.979898086569353,0.3214285714285714,0.21257823118366997,8,0.041666666666666664,8,0.4155328798185941,8,0.8181818181818182,0.5010810823432182,2,0,0.22727272727272727,2,64.95454545454545,2,3,84.75,0,0,2021-02-24,2024-03-04,0,5.405405405405405,83.78378378378379
aws-cognito-java-desktop-app,39,2368,15,7,8,0.5333333333333333,7,10,2,23,0,0,10,3,0.0,0.2,0,0,0.9047619047619048,0.3142857142857143,5,13,25.64102564102564,2,0.13333333333333333,211.2,595.4073275618009,2.6,2.02837021134844,0.3142857142857143,0.20346846662227783,15,0.04688644688644689,15,0.42520587182241315,15,1.7142857142857142,0.7559289460184544,2.4,0.699205898780101,0.2857142857142857,2.3,156.14285714285714,222,,117.76086956521739,0,0,2017-09-20,2024-03-15,0,30.76923076923077,25.64102564102564
clickstream-consumer-for-apache-kafka,46,1812,9,6,5,0.5555555555555556,26,,5,,2,0,,,0.0,,0,,,0.3055555555555556,3,7,30.434782608695656,2,0.2222222222222222,443.1111111111111,487.1859102140692,5.111111111111111,3.370624736026114,0.3055555555555556,0.19873733362853033,9,0.08333333333333333,9,0.459104938271605,9,1.0384615384615385,0.6621642835894567,,,0.19230769230769232,,80.23076923076923,,,0,0,,2020-06-30,2025-06-16,,,
clickstream-producer-for-apache-kafka,57,1823,11,7,6,0.5454545454545454,26,2,2,3,0,0,0,1,0.0,0.0,0,0,0.7777777777777778,0.2727272727272727,4,9,42.10526315789473,2,0.18181818181818182,379.8181818181818,557.6448364652573,5.181818181818182,5.056049481921272,0.27272727272727276,0.20538212722098823,11,0.07272727272727274,11,0.4705964549804263,11,1.0769230769230769,0.6275716324421889,1.5,0.7071067811865476,0.07692307692307693,1.5,79.53846153846153,865.5,,245.16666666666666,0,0,2020-06-30,2025-06-27,0,35.08771929824561,78.94736842105263
data-engineering-for-aws-immersion-day,119,2301,11,6,6,0.5454545454545454,31,13,6,24,0,0,9,4,0.0,0.07692307692307693,0,0,0.9545454545454546,0.2909090909090909,3,10,25.210084033613445,1,0.09090909090909091,409.1818181818182,780.6272885547645,10.818181818181818,15.66408747305876,0.29090909090909095,0.2165850662190053,11,0.09292929292929293,11,0.564125067164752,11,1.7096774193548387,0.7828813612588127,2.1538461538461537,0.6887372317211945,0.1935483870967742,1.8461538461538463,11.129032258064516,193.15384615384616,,190.70833333333334,0,0,2019-10-09,2026-01-26,0,12.605042016806722,82.35294117647058
integration-sample-lambda-msk,43,1734,10,6,4,0.4,20,2,4,3,2,0,1,0,0.0,0.0,0,0,1.0,0.2,3,10,0.0,0,0.0,194.6,339.1974842674004,4.3,2.9078437983419185,0.19999999999999998,0.12614360271056593,10,0.02222222222222222,10,0.24761904761904763,10,1.2,0.6958523739384593,2,0.0,0.2,1.5,132,1854,,111.08333333333334,0,0,2020-09-23,2025-06-23,0,25.581395348837212,46.51162790697674
reactive-refarch-cloudformation,130,2370,8,5,6,0.75,23,2,6,5,3,0,2,2,0.0,0.5,0,0,0.5,0.4642857142857143,3,4,83.84615384615385,4,0.5,549.25,860.6450653849289,16.25,34.80866066287034,0.46428571428571425,0.28315177399003283,8,0.08928571428571427,8,0.6745775058275059,8,1.3478260869565217,0.714059817469728,2,0.0,0.2608695652173913,2.5,34.869565217391305,21,10,92.88333333333333,0,0,2017-11-09,2024-05-07,0,13.076923076923078,90.0
java-demoapp,39,620,1,2,0,0.0,2,1,1,0,0,1,0,0,0.5,0.0,0,0,0.75,0,1,0,100.0,1,1.0,621,0,39,0,1,0,1,0.0,1,0.0,1,2,1.4142135623730951,1,0,0.5,0,43.5,0,1,22.0,0,0,2019-07-28,2021-04-09,0,0.0,100.0
upacademyJavaStarterExamples,23,46,2,1,0,0.0,,,,,,,,,,,,,,1.0,1,0,100.0,2,1.0,35,16.97056274847714,11.5,10.606601717798213,1.0,0.0,2,0.0,2,1.0,2,,,,,,,,,,,,,2019-11-17,2020-01-03,,,
CleanArch,8,339,2,2,1,0.5,1,3,1,4,1,0,0,0,0.0,0.0,0,0,0.6,1.0,1,0,100.0,2,1.0,170.5,239.7091988222396,4,4.242640687119285,1.0,0.0,2,0.0,2,1.0,2,2,0,2,0.0,1,1.3333333333333333,19,42.333333333333336,,48.125,0,0,2016-06-01,2017-05-07,0,87.5,87.5
java-learning,87,2160,3,2,1,0.3333333333333333,14,8,2,14,0,0,4,0,0.0,0.0,0,0,0.9473684210526315,0.6666666666666666,1,2,95.40229885057471,1,0.3333333333333333,725.3333333333334,1243.3407953306016,29,46.776062254106,0.6666666666666666,0.28867513459481287,3,0.3333333333333333,3,0.7777777777777778,3,1.5714285714285714,0.646206172658864,2,0.5345224838248488,0.14285714285714285,1.75,488,782.5,,97.35714285714286,0,0,2016-02-09,2022-01-08,0,3.4482758620689653,95.40229885057471
JavaSampleCodeIS2104,1,0,1,1,0,0.0,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,2019-08-09,2019-08-09,,,
java-tensorflow-samples,29,29,1,1,0,0.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,30,0,29,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2018-02-28,2018-03-30,,,
azurejava,2,0,2,1,2,1.0,,,,,,,,,,,,,,,,,,,,1,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,2021-02-27,2021-02-27,,,
java-code-demo,42,420,3,1,0,0.0,1,1,0,1,0,0,0,0,0.0,0.0,0,0,-0.5,1.0,1,0,100.0,3,1.0,141,242.4871130596428,14,21.656407827707714,1.0,0.0,3,0.0,3,1.0,3,0,0,2,0,0,1,1952,24,,6.5,0,0,2019-05-09,2020-07-03,0,0.0,92.85714285714286
olami-nlu-samples-java,2,0,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,1,0,2,0,,,,,,,,,,,,,,,,,,,,2017-05-01,2017-05-01,,,
htm.java-examples,58,388,5,5,0,0.0,,,,,,,,,,,,,,0.5,2,4,75.86206896551724,1,0.2,89.8,126.12573091958674,11.6,18.20164827701052,0.5,0.30618621784789724,5,0.16666666666666666,5,0.6952380952380952,5,,,,,,,,,,,,,2015-08-17,2016-09-09,,,
OpenPgp-BounceCastle-Example,6,1166,2,2,0,0.0,1,6,1,6,0,0,0,1,0.0,0.0,0,0,0.75,1.0,1,0,100.0,2,1.0,584,824.4865068635144,3,1.4142135623730951,1.0,0.0,2,0.0,2,1.0,2,1,0,1.6666666666666667,0.816496580927726,1,1,3026,3013.8333333333335,,100.33333333333334,0,0,2014-05-04,2017-07-13,0,0.0,33.33333333333333
pe-solutions-in-java,24,87,2,2,0,0.0,4,,4,,3,0,,,0.0,,0,,,1.0,1,0,100.0,2,1.0,48,56.568542494923804,12,2.8284271247461903,1.0,0.0,2,0.0,2,1.0,2,2,0.0,,,1,,0,,,0,0,,2014-08-02,2014-10-29,,,
gs-testing-web,3,0,2,1,2,1.0,,,,,,,,,,,,,,,,,,,,1,0.0,1.5,0.7071067811865476,,,,,,,,,,,,,,,,,,,,2020-01-05,2020-01-05,,,
Dr.Know,18,2,2,1,1,0.5,,,,,,,,,,,,,,1.0,1,0,100.0,2,1.0,2,1.4142135623730951,9,11.313708498984761,1.0,0.0,2,0.0,2,1.0,2,,,,,,,,,,,,,2018-12-01,2018-12-03,,,
corejava,17,1184,2,1,0,0.0,,3,,0,,,0,0,,0.0,,0,,1.0,1,0,100.0,2,1.0,644.5,764.3824304626579,8.5,4.949747468305833,1.0,0.0,2,0.0,2,1.0,2,,,1,0.0,,0,,1191.3333333333333,,,,0,2019-05-22,2022-08-18,,,
testcontainers.testcontainers-java-examples,32,940,6,8,1,0.16666666666666666,9,5,27,12,16,4,1,8,0.0,0.6,0,0,0.9090909090909091,0.4,3,5,25.0,1,0.16666666666666666,208.83333333333334,375.38802147466913,5.333333333333333,4.366539438350084,0.4,0.25298221281347033,6,0.06666666666666667,6,0.4888888888888889,6,2,0.0,1.4,0.5477225575051661,3,2.4,37.888888888888886,2593.8,,604.1851851851851,0,0,2015-12-30,2018-07-28,0,3.125,62.5
java-tutorial,151,2588,5,2,3,0.6,29,10,17,9,3,5,0,0,0.034482758620689655,0.0,0,0,0.9285714285714286,0.4,1,4,97.35099337748345,1,0.2,518.6,1157.3887851538911,30.2,65.29318494299386,0.4,0.33541019662496846,5,0.2,5,0.6571428571428571,5,0.41379310344827586,0.7327658649308672,1.6,0.5163977794943222,0.5862068965517241,0.9,676.9655172413793,154.2,,70.34967320261438,0,0,2017-11-29,2024-12-30,0,1.9867549668874174,97.35099337748345
javademos,117,1405,2,3,0,0.0,1,,0,,0,0,,,0.0,,0,,,1.0,1,0,100.0,2,1.0,703.5,993.4850275670992,58.5,81.31727983645297,1.0,0.0,2,0.0,2,1.0,2,2,0,,,0,,0,,,0,0,,2017-11-20,2021-09-25,,,
basyx-java-examples,281,860,16,3,9,0.5625,209,7,70,25,16,1,13,4,0.0,0.0,0,0,0.8333333333333334,0.35,3,13,92.17081850533808,3,0.1875,171.875,269.5801365086085,17.5625,39.28353132463187,0.35,0.23913424093003743,16,0.04642857142857143,16,0.6221393591815699,16,0.9952153110047847,0.6392423975624342,2.142857142857143,0.3779644730092272,0.3349282296650718,3.4285714285714284,27.84688995215311,17.428571428571427,2,828.9628571428572,0,0,2021-10-20,2024-02-27,0,4.6263345195729535,94.30604982206405
WeatherApp,1,0,1,1,1,1.0,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,2016-11-23,2016-11-23,,,
item-manager,4,90,1,2,0,0.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,91,0,4,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2019-03-08,2019-06-07,,,
elasticsearch,60912,4252,1842,26,810,0.43973941368078173,,,,,,,,,,,,,,,,,,,,191.74049945711184,486.85929468218626,33.068403908794785,208.40163217671886,,,,,,,,,,,,,,,,,,,,2010-02-08,2021-09-30,,,
on_the_road_java,43,248,1,2,0,0.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,249,0,43,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2013-11-14,2014-07-21,,,
cqrs-lottery,18,29,1,1,0,0.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,30,0,18,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2009-11-29,2009-12-28,,,
RxJavaDemoApplication,5,147,1,1,1,1.0,,,,,,,,,,,,,,0,1,0,100.0,1,1.0,148,0,5,0,1,0,1,0.0,1,0.0,1,,,,,,,,,,,,,2017-07-10,2017-12-04,,,
java-tuto-1,18,490,2,2,0,0.0,,,,,,,,,,,,,,1.0,1,0,100.0,2,1.0,251.5,338.70414818835627,9,4.242640687119285,1.0,0.0,2,0.0,2,1.0,2,,,,,,,,,,,,,2017-10-13,2019-02-15,,,
spark-cassandra-java-example,5,19,2,1,0,0.0,,1,,0,,,0,0,,0.0,,0,,1.0,1,0,100.0,2,1.0,10.5,13.435028842544403,2.5,0.7071067811865476,1.0,0.0,2,0.0,2,1.0,2,,,1,0,,0,,3546,,,,0,2015-01-13,2015-02-02,,,
solent2Public,733,1181,7,2,2,0.2857142857142857,29,12,554,0,22,532,0,0,0.5517241379310345,0.0,0,0,0.16666666666666666,0.7142857142857143,1,2,70.8049113233288,5,0.7142857142857143,499.57142857142856,471.9939466924186,104.71428571428571,123.00638775515452,0.7142857142857143,0.24933774718103188,7,0.05714285714285713,7,0.8034013605442176,7,1.0344827586206897,0.3254402096380548,1,0.0,19.103448275862068,0,477.7586206896552,1560,,86.77797833935018,0,0,2018-09-06,2021-12-01,0,0.5457025920873124,99.45429740791269
